datetime,date,time,east,west,total,gas_public,gas_pvt,hvdc,nepal,tripura,adani,hydro,coal,solar,hfo_public,hfo_pvt,hsd_public,hsd_pvt,wind,shortage
2025-01-01 00:00,2025-01-01,00:00,4412.0,4068.56,8480.56,3001.0,1514.0,909.0,0.0,48.0,545.56,46.0,2371.0,0.0,17.0,0.0,0.0,0.0,29.0,0.0
2025-01-01 00:30,2025-01-01,00:30,4294.5,3998.255,8292.755,2965.5,1536.75,909.5,0.0,46.0,511.005,36.0,2255.0,0.0,8.5,0.0,0.0,0.0,24.5,0.0
2025-01-01 01:00,2025-01-01,01:00,4177.0,3927.95,8104.95,2930.0,1559.5,910.0,0.0,44.0,476.45,26.0,2139.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
2025-01-01 01:30,2025-01-01,01:30,4105.0,3793.84,7898.84,2903.5,1508.5,815.5,0.0,43.0,448.34,26.0,2135.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0
2025-01-01 02:00,2025-01-01,02:00,4033.0,3659.73,7692.73,2877.0,1457.5,721.0,0.0,42.0,420.23,26.0,2131.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0
2025-01-01 02:30,2025-01-01,02:30,3920.0,3602.225,7522.225,2792.5,1385.5,721.5,0.0,41.0,418.225,26.0,2118.0,0.0,0.0,0.0,0.0,0.0,19.5,0.0
2025-01-01 03:00,2025-01-01,03:00,3807.0,3544.72,7351.72,2708.0,1313.5,722.0,0.0,40.0,416.22,26.0,2105.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0
2025-01-01 03:30,2025-01-01,03:30,3749.5,3467.985,7217.485,2652.0,1280.5,674.5,0.0,39.0,416.485,26.0,2104.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0
2025-01-01 04:00,2025-01-01,04:00,3692.0,3391.25,7083.25,2596.0,1247.5,627.0,0.0,38.0,416.75,26.0,2103.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0
2025-01-01 04:30,2025-01-01,04:30,3681.5,3336.38,7017.88,2576.0,1230.0,627.0,0.0,38.0,416.88,26.0,2074.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0
2025-01-01 05:00,2025-01-01,05:00,3671.0,3281.51,6952.51,2556.0,1212.5,627.0,0.0,38.0,417.01,26.0,2045.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0
2025-01-01 05:30,2025-01-01,05:30,3800.5,3367.495,7167.995,2678.0,1272.0,627.0,0.0,39.0,416.995,26.0,2085.5,0.0,0.0,0.0,0.0,0.0,23.5,0.0
2025-01-01 06:00,2025-01-01,06:00,3930.0,3453.48,7383.48,2800.0,1331.5,627.0,0.0,40.0,416.98,26.0,2126.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0
2025-01-01 06:30,2025-01-01,06:30,4116.025,3595.505,7711.53,2939.5,1462.5,674.0,0.0,40.0,417.02,26.0,2128.0,3.51,3.5,4.0,0.0,0.0,13.5,0.0
2025-01-01 07:00,2025-01-01,07:00,4302.05,3737.53,8039.58,3079.0,1593.5,721.0,0.0,40.0,417.06,26.0,2130.0,7.02,7.0,8.0,0.0,0.0,11.0,0.0
2025-01-01 07:30,2025-01-01,07:30,4417.85,4052.025,8469.875,3061.5,1653.0,815.5,0.0,41.0,430.985,26.0,2330.5,37.39,24.0,39.0,0.0,0.0,11.0,0.0
2025-01-01 08:00,2025-01-01,08:00,4533.65,4366.52,8900.17,3044.0,1712.5,910.0,0.0,42.0,444.91,26.0,2531.0,67.76,41.0,70.0,0.0,0.0,11.0,0.0
2025-01-01 08:30,2025-01-01,08:30,4553.905,4565.56,9119.465,2976.5,1650.0,815.5,0.0,42.0,478.81,36.0,2878.0,98.655,46.0,91.0,0.0,0.0,7.0,0.0
2025-01-01 09:00,2025-01-01,09:00,4574.16,4764.6,9338.76,2909.0,1587.5,721.0,0.0,42.0,512.71,46.0,3225.0,129.55,51.0,112.0,0.0,0.0,3.0,0.0
2025-01-01 09:30,2025-01-01,09:30,4418.63,4776.455,9195.085,2788.0,1350.5,674.0,0.0,46.0,585.235,46.0,3316.0,168.85,69.0,149.5,0.0,0.0,2.0,0.0
2025-01-01 10:00,2025-01-01,10:00,4263.1,4788.31,9051.41,2667.0,1113.5,627.0,0.0,50.0,657.76,46.0,3407.0,208.15,87.0,187.0,0.0,0.0,1.0,0.0
2025-01-01 10:30,2025-01-01,10:30,4293.78,4869.15,9162.93,2607.0,1088.0,766.5,0.0,52.0,705.09,46.0,3348.0,238.34,87.0,223.5,0.0,0.0,1.5,0.0
2025-01-01 11:00,2025-01-01,11:00,4324.46,4949.99,9274.45,2547.0,1062.5,906.0,0.0,54.0,752.42,46.0,3289.0,268.53,87.0,260.0,0.0,0.0,2.0,0.0
2025-01-01 11:30,2025-01-01,11:30,4505.31,5015.805,9521.115,2653.5,1190.5,906.5,0.0,56.0,753.7,46.0,3293.0,279.415,87.0,253.5,0.0,0.0,2.0,0.0
2025-01-01 12:00,2025-01-01,12:00,4686.16,5081.62,9767.78,2760.0,1318.5,907.0,0.0,58.0,754.98,46.0,3297.0,290.3,87.0,247.0,0.0,0.0,2.0,0.0
2025-01-01 12:30,2025-01-01,12:30,4748.585,5180.525,9929.11,2849.0,1362.5,907.5,0.0,60.0,754.785,38.0,3351.5,304.325,87.0,210.5,0.0,0.0,4.0,0.0
2025-01-01 13:00,2025-01-01,13:00,4811.01,5279.43,10090.44,2938.0,1406.5,908.0,0.0,62.0,754.59,30.0,3406.0,318.35,87.0,174.0,0.0,0.0,6.0,0.0
2025-01-01 13:30,2025-01-01,13:30,4720.195,5092.185,9812.38,2876.5,1356.0,907.5,0.0,60.0,734.295,28.0,3274.0,312.585,87.0,165.5,0.0,0.0,11.0,0.0
2025-01-01 14:00,2025-01-01,14:00,4629.38,4904.94,9534.32,2815.0,1305.5,907.0,0.0,58.0,714.0,26.0,3142.0,306.82,87.0,157.0,0.0,0.0,16.0,0.0
2025-01-01 14:30,2025-01-01,14:30,4583.77,4785.615,9369.385,2850.0,1339.0,907.0,0.0,57.0,634.0,26.0,3023.0,257.385,87.0,177.5,0.0,0.0,11.5,0.0
2025-01-01 15:00,2025-01-01,15:00,4538.16,4666.29,9204.45,2885.0,1372.5,907.0,0.0,56.0,554.0,26.0,2904.0,207.95,87.0,198.0,0.0,0.0,7.0,0.0
2025-01-01 15:30,2025-01-01,15:30,4490.58,4527.55,9018.13,2903.0,1359.5,907.0,0.0,55.0,505.5,28.0,2834.5,150.13,87.0,181.5,0.0,0.0,7.0,0.0
2025-01-01 16:00,2025-01-01,16:00,4443.0,4388.81,8831.81,2921.0,1346.5,907.0,0.0,54.0,457.0,30.0,2765.0,92.31,87.0,165.0,0.0,0.0,7.0,0.0
2025-01-01 16:30,2025-01-01,16:30,4517.13,4487.25,9004.38,2816.5,1290.5,907.0,0.0,56.0,492.0,30.0,2911.0,52.88,151.0,292.5,0.0,0.0,5.0,0.0
2025-01-01 17:00,2025-01-01,17:00,4591.26,4585.69,9176.95,2712.0,1234.5,907.0,0.0,58.0,527.0,30.0,3057.0,13.45,215.0,420.0,0.0,0.0,3.0,0.0
2025-01-01 17:30,2025-01-01,17:30,4972.13,4784.595,9756.725,2788.0,1339.0,767.0,0.0,56.0,603.5,35.0,3210.5,6.725,353.0,592.5,0.0,0.0,5.5,0.0
2025-01-01 18:00,2025-01-01,18:00,5353.0,4983.5,10336.5,2864.0,1443.5,627.0,0.0,54.0,680.0,40.0,3364.0,0.0,491.0,765.0,0.0,0.0,8.0,0.0
2025-01-01 18:30,2025-01-01,18:30,5141.5,5086.0,10227.5,2920.0,1445.0,627.0,0.0,55.0,719.5,40.0,3489.5,0.0,360.5,560.5,0.0,0.0,10.5,0.0
2025-01-01 19:00,2025-01-01,19:00,4930.0,5188.5,10118.5,2976.0,1446.5,627.0,0.0,56.0,759.0,40.0,3615.0,0.0,230.0,356.0,0.0,0.0,13.0,0.0
2025-01-01 19:30,2025-01-01,19:30,4922.0,5185.5,10107.5,2966.0,1405.5,627.0,0.0,54.0,756.0,40.0,3630.0,0.0,216.0,404.0,0.0,0.0,9.0,0.0
2025-01-01 20:00,2025-01-01,20:00,4812.0,5158.5,9970.5,2894.0,1401.5,627.0,0.0,56.0,755.0,40.0,3603.0,0.0,216.0,371.0,0.0,0.0,7.0,0.0
2025-01-01 20:30,2025-01-01,20:30,4659.0,5241.0,9900.0,2875.0,1387.0,768.0,0.0,55.0,757.0,40.0,3614.5,0.0,134.0,260.5,0.0,0.0,9.0,0.0
2025-01-01 21:00,2025-01-01,21:00,4506.0,5323.5,9829.5,2856.0,1372.5,909.0,0.0,54.0,759.0,40.0,3626.0,0.0,52.0,150.0,0.0,0.0,11.0,0.0
2025-01-01 21:30,2025-01-01,21:30,4440.5,5189.5,9630.0,2844.0,1372.5,909.5,0.0,53.0,749.0,40.0,3502.5,0.0,43.5,101.5,0.0,0.0,14.5,0.0
2025-01-01 22:00,2025-01-01,22:00,4375.0,5055.5,9430.5,2832.0,1372.5,910.0,0.0,52.0,739.0,40.0,3379.0,0.0,35.0,53.0,0.0,0.0,18.0,0.0
2025-01-01 22:30,2025-01-01,22:30,4267.5,4897.0,9164.5,2809.5,1373.5,910.0,0.0,51.0,657.0,40.0,3230.0,0.0,26.0,49.0,0.0,0.0,18.5,0.0
2025-01-01 23:00,2025-01-01,23:00,4160.0,4738.5,8898.5,2787.0,1374.5,910.0,0.0,50.0,575.0,40.0,3081.0,0.0,17.0,45.0,0.0,0.0,19.0,0.0
2025-01-02 00:00,2025-01-02,00:00,4059.0,4455.5,8514.5,2701.0,1431.5,911.0,0.0,48.0,482.0,40.0,2847.0,0.0,0.0,35.0,0.0,0.0,19.0,0.0
2025-01-02 00:30,2025-01-02,00:30,3913.0,4242.0,8155.0,2705.0,1353.0,867.5,0.0,44.0,448.5,40.0,2664.0,0.0,0.0,17.5,0.0,0.0,15.5,0.0
2025-01-02 01:00,2025-01-02,01:00,3767.0,4028.5,7795.5,2709.0,1274.5,824.0,0.0,40.0,415.0,40.0,2481.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0
2025-01-02 01:30,2025-01-02,01:30,3703.5,3914.5,7618.0,2693.0,1274.0,772.5,0.0,39.0,415.0,40.0,2373.0,0.0,0.0,0.0,0.0,0.0,11.5,0.0
2025-01-02 02:00,2025-01-02,02:00,3640.0,3800.5,7440.5,2677.0,1273.5,721.0,0.0,38.0,415.0,40.0,2265.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0
2025-01-02 02:30,2025-01-02,02:30,3530.5,3749.5,7280.0,2636.5,1205.5,720.5,0.0,38.0,415.5,40.0,2215.5,0.0,0.0,0.0,0.0,0.0,8.5,0.0
2025-01-02 03:00,2025-01-02,03:00,3421.0,3698.5,7119.5,2596.0,1137.5,720.0,0.0,38.0,416.0,40.0,2166.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
2025-01-02 03:30,2025-01-02,03:30,3410.5,3609.0,7019.5,2591.0,1090.5,668.0,0.0,38.0,415.5,40.0,2165.5,0.0,0.0,0.0,0.0,0.0,11.0,0.0
2025-01-02 04:00,2025-01-02,04:00,3400.0,3519.5,6919.5,2586.0,1043.5,616.0,0.0,38.0,415.0,40.0,2165.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0
2025-01-02 04:30,2025-01-02,04:30,3372.0,3501.0,6873.0,2558.5,1026.0,621.0,0.0,38.0,415.0,40.0,2164.5,0.0,0.0,0.0,0.0,0.0,10.0,0.0
2025-01-02 05:00,2025-01-02,05:00,3344.0,3482.5,6826.5,2531.0,1008.5,626.0,0.0,38.0,415.0,40.0,2164.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
2025-01-02 05:30,2025-01-02,05:30,3498.5,3587.0,7085.5,2611.5,1146.5,626.0,0.0,39.0,415.0,40.0,2204.5,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2025-01-02 06:00,2025-01-02,06:00,3653.0,3691.5,7344.5,2692.0,1284.5,626.0,0.0,40.0,415.0,40.0,2245.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2025-01-02 06:30,2025-01-02,06:30,3831.0,3793.0,7624.0,2751.0,1340.5,673.0,0.0,40.0,416.0,40.0,2336.0,1.0,6.5,16.0,0.0,0.0,4.0,0.0
2025-01-02 07:00,2025-01-02,07:00,4009.0,3894.5,7903.5,2810.0,1396.5,720.0,0.0,40.0,417.0,40.0,2427.0,2.0,13.0,32.0,0.0,0.0,6.0,0.0
2025-01-02 07:30,2025-01-02,07:30,4172.28,4225.475,8397.755,2809.0,1373.75,814.5,0.0,39.0,466.0,40.0,2754.0,21.505,23.5,51.0,0.0,0.0,5.5,0.0
2025-01-02 08:00,2025-01-02,08:00,4335.56,4556.45,8892.01,2808.0,1351.0,909.0,0.0,38.0,515.0,40.0,3081.0,41.01,34.0,70.0,0.0,0.0,5.0,0.0
2025-01-02 08:30,2025-01-02,08:30,4425.735,4760.23,9185.965,2819.5,1384.25,827.0,0.0,44.0,629.5,40.0,3228.5,67.215,56.5,86.5,0.0,0.0,3.0,0.0
2025-01-02 09:00,2025-01-02,09:00,4515.91,4964.01,9479.92,2831.0,1417.5,745.0,0.0,50.0,744.0,40.0,3376.0,93.42,79.0,103.0,0.0,0.0,1.0,0.0
2025-01-02 09:30,2025-01-02,09:30,4564.435,4917.805,9482.24,2811.5,1412.5,685.5,0.0,51.0,748.98,40.0,3333.0,141.26,89.0,165.5,0.0,0.0,4.0,0.0
2025-01-02 10:00,2025-01-02,10:00,4612.96,4871.6,9484.56,2792.0,1407.5,626.0,0.0,52.0,753.96,40.0,3290.0,189.1,99.0,228.0,0.0,0.0,7.0,0.0
2025-01-02 10:30,2025-01-02,10:30,4594.735,4983.155,9577.89,2766.0,1380.0,742.0,0.0,56.0,754.48,40.0,3290.0,217.41,91.0,232.5,0.0,0.0,8.5,0.0
2025-01-02 11:00,2025-01-02,11:00,4576.51,5094.71,9671.22,2740.0,1352.5,858.0,0.0,60.0,755.0,40.0,3290.0,245.72,83.0,237.0,0.0,0.0,10.0,0.0
2025-01-02 11:30,2025-01-02,11:30,4683.51,5139.13,9822.64,2794.5,1379.5,883.0,0.0,59.0,757.0,40.0,3313.5,259.64,83.0,244.5,0.0,0.0,9.0,0.0
2025-01-02 12:00,2025-01-02,12:00,4790.51,5183.55,9974.06,2849.0,1406.5,908.0,0.0,58.0,759.0,40.0,3337.0,273.56,83.0,252.0,0.0,0.0,8.0,0.0
2025-01-02 12:30,2025-01-02,12:30,4843.41,5216.26,10059.67,2870.0,1423.5,908.5,0.0,57.0,759.0,40.0,3323.5,278.67,83.0,312.5,0.0,0.0,4.0,0.0
2025-01-02 13:00,2025-01-02,13:00,4896.31,5248.97,10145.28,2891.0,1440.5,909.0,0.0,56.0,759.0,40.0,3310.0,283.78,83.0,373.0,0.0,0.0,0.0,0.0
2025-01-02 13:30,2025-01-02,13:30,4880.02,5070.495,9950.515,2846.0,1433.5,909.0,0.0,59.0,712.0,40.0,3228.5,285.015,93.0,344.5,0.0,0.0,0.0,0.0
2025-01-02 14:00,2025-01-02,14:00,4863.73,4892.02,9755.75,2801.0,1426.5,909.0,0.0,62.0,665.0,40.0,3147.0,286.25,103.0,316.0,0.0,0.0,0.0,0.0
2025-01-02 14:30,2025-01-02,14:30,4742.945,4834.27,9577.215,2764.0,1453.0,909.0,0.0,60.0,664.485,40.0,3143.5,235.23,94.0,214.0,0.0,0.0,0.0,0.0
2025-01-02 15:00,2025-01-02,15:00,4622.16,4776.52,9398.68,2727.0,1479.5,909.0,0.0,58.0,663.97,40.0,3140.0,184.21,85.0,112.0,0.0,0.0,0.0,0.0
2025-01-02 15:30,2025-01-02,15:30,4574.93,4704.395,9279.325,2766.0,1475.0,909.5,0.0,55.0,636.575,40.0,3062.0,133.75,85.0,116.0,0.0,0.0,0.5,0.0
2025-01-02 16:00,2025-01-02,16:00,4527.7,4632.27,9159.97,2805.0,1470.5,910.0,0.0,52.0,609.18,40.0,2984.0,83.29,85.0,120.0,0.0,0.0,1.0,0.0
2025-01-02 16:30,2025-01-02,16:30,4528.465,4706.54,9235.005,2808.0,1446.5,909.5,0.0,49.0,611.44,40.0,3015.5,49.065,122.0,182.0,0.0,0.0,2.0,0.0
2025-01-02 17:00,2025-01-02,17:00,4529.23,4780.81,9310.04,2811.0,1422.5,909.0,0.0,46.0,613.7,40.0,3047.0,14.84,159.0,244.0,0.0,0.0,3.0,0.0
2025-01-02 17:30,2025-01-02,17:30,4902.615,4949.11,9851.725,2852.0,1408.75,767.5,0.0,51.0,706.555,40.0,3296.5,7.42,198.5,521.0,0.0,0.0,2.5,0.0
2025-01-02 18:00,2025-01-02,18:00,5276.0,5117.41,10393.41,2893.0,1395.0,626.0,0.0,56.0,799.41,40.0,3546.0,0.0,238.0,798.0,0.0,0.0,2.0,0.0
2025-01-02 18:30,2025-01-02,18:30,5310.18,5137.185,10447.365,2880.5,1400.5,626.0,0.0,57.0,778.685,40.0,3589.5,0.0,214.0,853.68,0.0,0.0,7.5,0.0
2025-01-02 19:00,2025-01-02,19:00,5344.36,5156.96,10501.32,2868.0,1406.0,626.0,0.0,58.0,757.96,40.0,3633.0,0.0,190.0,909.36,0.0,0.0,13.0,0.0
2025-01-02 19:30,2025-01-02,19:30,5257.36,5169.1,10426.46,2852.0,1412.0,626.0,0.0,68.0,759.1,40.0,3639.0,0.0,190.0,824.36,0.0,0.0,16.0,0.0
2025-01-02 20:00,2025-01-02,20:00,5176.36,5160.37,10336.73,2805.0,1382.0,625.0,0.0,56.0,757.37,40.0,3641.0,0.0,190.0,824.36,0.0,0.0,16.0,0.0
2025-01-02 20:30,2025-01-02,20:30,4995.86,5184.255,10180.115,2807.0,1362.25,751.0,0.0,59.0,755.005,40.0,3642.0,0.0,137.5,611.36,0.0,0.0,15.0,0.0
2025-01-02 21:00,2025-01-02,21:00,4815.36,5208.14,10023.5,2809.0,1342.5,877.0,0.0,62.0,752.64,40.0,3643.0,0.0,85.0,398.36,0.0,0.0,14.0,0.0
2025-01-02 21:30,2025-01-02,21:30,4639.68,5174.385,9814.065,2789.0,1321.5,896.0,0.0,58.0,714.385,40.0,3642.5,0.0,73.5,263.68,0.0,0.0,15.5,0.0
2025-01-02 22:00,2025-01-02,22:00,4464.0,5140.63,9604.63,2769.0,1300.5,915.0,0.0,54.0,676.13,40.0,3642.0,0.0,62.0,129.0,0.0,0.0,17.0,0.0
2025-01-02 22:30,2025-01-02,22:30,4393.5,4897.105,9290.605,2742.5,1289.0,915.5,0.0,55.0,590.105,33.0,3521.0,0.0,39.5,87.5,0.0,0.0,17.5,0.0
2025-01-02 23:00,2025-01-02,23:00,4323.0,4653.58,8976.58,2716.0,1277.5,916.0,0.0,56.0,504.08,26.0,3400.0,0.0,17.0,46.0,0.0,0.0,18.0,0.0
2025-01-03 00:00,2025-01-03,00:00,4047.0,4373.95,8420.95,2590.0,1172.5,915.0,0.0,60.0,510.45,26.0,3108.0,0.0,17.0,9.0,0.0,0.0,13.0,0.0
2025-01-03 00:30,2025-01-03,00:30,3992.0,4149.765,8141.765,2604.5,1135.5,823.5,0.0,57.0,481.165,26.0,2979.0,0.6,8.5,13.0,0.0,0.0,13.0,0.0
2025-01-03 01:00,2025-01-03,01:00,3937.0,3925.58,7862.58,2619.0,1098.5,732.0,0.0,54.0,451.88,26.0,2850.0,1.2,0.0,17.0,0.0,0.0,13.0,0.0
2025-01-03 01:30,2025-01-03,01:30,3809.0,3861.83,7670.83,2602.0,1065.5,732.0,0.0,48.0,432.23,26.0,2733.5,0.6,0.0,17.0,0.0,0.0,14.0,0.0
2025-01-03 02:00,2025-01-03,02:00,3681.0,3798.08,7479.08,2585.0,1032.5,732.0,0.0,42.0,412.58,26.0,2617.0,0.0,0.0,17.0,0.0,0.0,15.0,0.0
2025-01-03 02:30,2025-01-03,02:30,3635.5,3745.975,7381.475,2567.0,1011.0,701.5,0.0,45.0,411.475,26.0,2592.0,0.0,0.0,17.0,0.0,0.0,10.5,0.0
2025-01-03 03:00,2025-01-03,03:00,3590.0,3693.87,7283.87,2549.0,989.5,671.0,0.0,48.0,410.37,26.0,2567.0,0.0,0.0,17.0,0.0,0.0,6.0,0.0
2025-01-03 03:30,2025-01-03,03:30,3556.0,3621.04,7177.04,2548.5,989.5,607.5,0.0,45.0,412.54,26.0,2533.5,0.0,0.0,8.5,0.0,0.0,6.0,0.0
2025-01-03 04:00,2025-01-03,04:00,3522.0,3548.21,7070.21,2548.0,989.5,544.0,0.0,42.0,414.71,26.0,2500.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
2025-01-03 04:30,2025-01-03,04:30,3433.5,3524.08,6957.58,2527.5,949.5,543.5,0.0,43.0,412.58,26.0,2450.5,0.0,0.0,0.0,0.0,0.0,5.0,0.0
2025-01-03 05:00,2025-01-03,05:00,3345.0,3499.95,6844.95,2507.0,909.5,543.0,0.0,44.0,410.45,26.0,2401.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
2025-01-03 05:30,2025-01-03,05:30,3407.0,3520.175,6927.175,2526.5,955.5,543.5,0.0,47.0,414.175,26.0,2412.5,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2025-01-03 06:00,2025-01-03,06:00,3469.0,3540.4,7009.4,2546.0,1001.5,544.0,0.0,50.0,417.9,26.0,2424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-03 06:30,2025-01-03,06:30,3459.08,3566.335,7025.415,2558.5,1003.5,543.5,0.0,45.0,440.16,26.0,2389.5,2.255,1.0,16.0,0.0,0.0,0.0,0.0
2025-01-03 07:00,2025-01-03,07:00,3449.16,3592.27,7041.43,2571.0,1005.5,543.0,0.0,40.0,462.42,26.0,2355.0,4.51,2.0,32.0,0.0,0.0,0.0,0.0
2025-01-03 07:30,2025-01-03,07:30,3609.835,3790.775,7400.61,2631.5,1059.0,709.5,0.0,40.0,463.315,26.0,2409.5,28.295,9.5,24.0,0.0,0.0,0.0,0.0
2025-01-03 08:00,2025-01-03,08:00,3770.51,3989.28,7759.79,2692.0,1112.5,876.0,0.0,40.0,464.21,26.0,2464.0,52.08,17.0,16.0,0.0,0.0,0.0,0.0
2025-01-03 08:30,2025-01-03,08:30,3882.07,3987.36,7869.43,2679.0,1112.5,758.0,0.0,45.0,463.235,26.0,2629.5,104.695,19.5,32.0,0.0,0.0,0.0,0.0
2025-01-03 09:00,2025-01-03,09:00,3993.63,3985.44,7979.07,2666.0,1112.5,640.0,0.0,50.0,462.26,26.0,2795.0,157.31,22.0,48.0,0.0,0.0,0.0,0.0
2025-01-03 09:30,2025-01-03,09:30,4018.155,4046.015,8064.17,2663.0,1056.5,640.5,0.0,47.0,461.48,26.0,2843.5,210.19,68.0,48.0,0.0,0.0,0.0,0.0
2025-01-03 10:00,2025-01-03,10:00,4042.68,4106.59,8149.27,2660.0,1000.5,641.0,0.0,44.0,460.7,26.0,2892.0,263.07,114.0,48.0,0.0,0.0,0.0,0.0
2025-01-03 10:30,2025-01-03,10:30,4063.33,4199.275,8262.605,2682.5,981.0,682.5,0.0,49.0,460.82,26.0,2894.0,313.785,125.0,48.0,0.0,0.0,0.0,0.0
2025-01-03 11:00,2025-01-03,11:00,4083.98,4291.96,8375.94,2705.0,961.5,724.0,0.0,54.0,460.94,26.0,2896.0,364.5,136.0,48.0,0.0,0.0,0.0,0.0
2025-01-03 11:30,2025-01-03,11:30,4251.345,4662.77,8914.115,2756.0,1053.5,818.5,0.0,58.0,559.59,26.0,3051.5,385.835,136.0,69.19,0.0,0.0,0.0,0.0
2025-01-03 12:00,2025-01-03,12:00,4418.71,5033.58,9452.29,2807.0,1145.5,913.0,0.0,62.0,658.24,26.0,3207.0,407.17,136.0,90.38,0.0,0.0,0.0,0.0
2025-01-03 12:30,2025-01-03,12:30,4655.895,5067.675,9723.57,2797.5,1202.5,913.0,0.0,65.0,711.79,26.0,3203.5,417.09,144.0,243.19,0.0,0.0,0.0,0.0
2025-01-03 13:00,2025-01-03,13:00,4893.08,5101.77,9994.85,2788.0,1259.5,913.0,0.0,68.0,765.34,26.0,3200.0,427.01,152.0,396.0,0.0,0.0,0.0,0.0
2025-01-03 13:30,2025-01-03,13:30,4480.55,4709.235,9189.785,2824.5,1179.0,913.0,0.0,63.0,642.67,26.0,2816.0,396.115,105.0,224.5,0.0,0.0,0.0,0.0
2025-01-03 14:00,2025-01-03,14:00,4068.02,4316.7,8384.72,2861.0,1098.5,913.0,0.0,58.0,520.0,26.0,2432.0,365.22,58.0,53.0,0.0,0.0,0.0,0.0
2025-01-03 14:30,2025-01-03,14:30,3986.115,4018.43,8004.545,2767.5,1120.5,818.5,0.0,55.0,464.0,26.0,2354.0,304.545,41.5,53.0,0.0,0.0,0.0,0.0
2025-01-03 15:00,2025-01-03,15:00,3904.21,3720.16,7624.37,2674.0,1142.5,724.0,0.0,52.0,408.0,26.0,2276.0,243.87,25.0,53.0,0.0,0.0,0.0,0.0
2025-01-03 15:30,2025-01-03,15:30,3826.01,3685.5,7511.51,2646.5,1111.5,724.5,0.0,47.0,411.0,26.0,2313.0,177.01,12.5,42.5,0.0,0.0,0.0,0.0
2025-01-03 16:00,2025-01-03,16:00,3747.81,3650.84,7398.65,2619.0,1080.5,725.0,0.0,42.0,414.0,26.0,2350.0,110.15,0.0,32.0,0.0,0.0,0.0,0.0
2025-01-03 16:30,2025-01-03,16:30,3809.025,3735.49,7544.515,2571.0,1064.0,774.5,0.0,48.0,463.5,26.0,2501.0,64.515,0.0,32.0,0.0,0.0,0.0,0.0
2025-01-03 17:00,2025-01-03,17:00,3870.24,3820.14,7690.38,2523.0,1047.5,824.0,0.0,54.0,513.0,26.0,2652.0,18.88,0.0,32.0,0.0,0.0,0.0,0.0
2025-01-03 17:30,2025-01-03,17:30,4228.12,4159.32,8387.44,2666.0,1177.5,738.0,0.0,55.0,609.0,26.0,3012.0,9.44,13.0,78.0,0.0,0.0,3.5,0.0
2025-01-03 18:00,2025-01-03,18:00,4586.0,4498.5,9084.5,2809.0,1307.5,652.0,0.0,56.0,705.0,26.0,3372.0,0.0,26.0,124.0,0.0,0.0,7.0,0.0
2025-01-03 18:30,2025-01-03,18:30,4500.0,4651.25,9151.25,2804.0,1332.25,640.0,0.0,57.0,729.5,26.0,3413.0,0.0,13.0,128.0,0.0,0.0,8.5,0.0
2025-01-03 19:00,2025-01-03,19:00,4414.0,4804.0,9218.0,2799.0,1357.0,628.0,0.0,58.0,754.0,26.0,3454.0,0.0,0.0,132.0,0.0,0.0,10.0,0.0
2025-01-03 19:30,2025-01-03,19:30,4498.0,4715.0,9213.0,2869.0,1415.0,628.0,0.0,58.0,751.0,26.0,3358.0,0.0,0.0,101.0,0.0,0.0,7.0,0.0
2025-01-03 20:00,2025-01-03,20:00,4453.0,4717.0,9170.0,2861.0,1436.0,628.0,0.0,52.0,752.0,26.0,3356.0,0.0,0.0,48.0,0.0,0.0,11.0,0.0
2025-01-03 20:30,2025-01-03,20:30,4410.0,4777.11,9187.11,2868.5,1450.0,770.5,0.0,56.0,753.61,26.0,3205.0,0.0,0.0,48.0,0.0,0.0,9.5,0.0
2025-01-03 21:00,2025-01-03,21:00,4367.0,4837.22,9204.22,2876.0,1464.0,913.0,0.0,60.0,755.22,26.0,3054.0,0.0,0.0,48.0,0.0,0.0,8.0,0.0
2025-01-03 21:30,2025-01-03,21:30,4301.5,4641.305,8942.805,2842.0,1442.0,913.0,0.0,60.0,710.305,26.0,2889.5,0.0,0.0,48.0,0.0,0.0,12.0,0.0
2025-01-03 22:00,2025-01-03,22:00,4236.0,4445.39,8681.39,2808.0,1420.0,913.0,0.0,60.0,665.39,26.0,2725.0,0.0,0.0,48.0,0.0,0.0,16.0,0.0
